mode: atomic
app/base/core/config.go:13.21,17.2 3 2
app/evaluator/remediations.go:46.2,48.16 3 1
app/evaluator/remediations.go:51.2,51.63 1 1
app/evaluator/remediations.go:43.34,45.3 1 0
app/evaluator/remediations.go:48.16,50.3 1 0
app/listener/metrics.go:57.19,66.16 6 1
app/listener/metrics.go:66.16,68.13 2 0
app/listener/upload.go:62.42,68.57 4 8
app/listener/upload.go:74.2,74.34 1 7
app/listener/upload.go:80.2,80.58 1 6
app/listener/upload.go:86.2,88.16 2 5
app/listener/upload.go:95.2,95.16 1 5
app/listener/upload.go:100.2,100.60 1 4
app/listener/upload.go:107.2,111.16 4 3
app/listener/upload.go:116.2,118.12 3 2
app/listener/upload.go:68.57,72.3 3 1
app/listener/upload.go:74.34,78.3 3 1
app/listener/upload.go:80.58,84.3 3 1
app/listener/upload.go:88.16,92.3 3 0
app/listener/upload.go:95.16,98.3 2 1
app/listener/upload.go:100.60,101.53 1 1
app/listener/upload.go:101.53,105.4 3 1
app/listener/upload.go:111.16,114.3 2 1
app/listener/upload.go:121.45,122.43 1 8
app/listener/upload.go:122.43,124.3 1 8
app/listener/upload.go:124.8,127.3 2 0
app/listener/upload.go:131.54,137.23 3 11
app/listener/upload.go:140.2,141.26 2 5
app/listener/upload.go:137.23,139.3 1 6
app/listener/upload.go:147.70,149.16 2 6
app/listener/upload.go:153.2,169.59 7 6
app/listener/upload.go:173.2,201.69 7 6
app/listener/upload.go:206.2,207.43 1 6
app/listener/upload.go:211.2,211.23 1 6
app/listener/upload.go:222.2,226.29 2 6
app/listener/upload.go:149.16,151.3 1 0
app/listener/upload.go:169.59,171.3 1 1
app/listener/upload.go:201.69,204.3 2 5
app/listener/upload.go:207.43,209.3 1 0
app/listener/upload.go:211.23,215.17 2 5
app/listener/upload.go:215.17,219.4 2 0
app/listener/upload.go:229.42,230.44 1 6
app/listener/upload.go:233.2,234.12 2 0
app/listener/upload.go:230.44,232.3 1 6
app/listener/upload.go:238.36,240.16 2 5
app/listener/upload.go:244.2,245.16 2 5
app/listener/upload.go:248.2,248.56 1 5
app/listener/upload.go:240.16,242.3 1 0
app/listener/upload.go:245.16,247.3 1 0
app/listener/upload.go:251.91,253.29 2 7
app/listener/upload.go:257.2,259.16 3 7
app/listener/upload.go:262.2,267.16 4 7
app/listener/upload.go:271.2,271.28 1 7
app/listener/upload.go:253.29,255.3 1 15
app/listener/upload.go:259.16,261.3 1 0
app/listener/upload.go:267.16,269.3 1 0
app/listener/upload.go:275.43,277.33 2 7
app/listener/upload.go:281.2,283.16 3 7
app/listener/upload.go:286.2,289.16 3 7
app/listener/upload.go:293.2,293.30 1 7
app/listener/upload.go:277.33,279.3 1 12
app/listener/upload.go:283.16,285.3 1 0
app/listener/upload.go:289.16,291.3 1 0
app/listener/upload.go:296.116,299.22 3 7
app/listener/upload.go:308.2,308.16 1 7
app/listener/upload.go:311.2,311.30 1 7
app/listener/upload.go:299.22,303.3 1 6
app/listener/upload.go:303.8,307.3 1 1
app/listener/upload.go:308.16,310.3 1 0
app/listener/upload.go:314.70,316.43 2 5
app/listener/upload.go:326.2,326.14 1 5
app/listener/upload.go:316.43,317.40 1 5
app/listener/upload.go:322.3,322.16 1 5
app/listener/upload.go:317.40,319.12 2 0
app/listener/upload.go:322.16,324.4 1 5
app/listener/upload.go:329.97,331.55 2 5
app/listener/upload.go:340.2,340.16 1 5
app/listener/upload.go:331.55,333.46 2 5
app/listener/upload.go:333.46,338.4 1 5
app/listener/upload.go:344.80,347.16 2 5
app/listener/upload.go:351.2,367.36 6 5
app/listener/upload.go:372.2,372.96 1 5
app/listener/upload.go:376.2,377.16 2 4
app/listener/upload.go:380.2,381.16 2 4
app/listener/upload.go:384.2,384.17 1 4
app/listener/upload.go:347.16,349.3 1 0
app/listener/upload.go:367.36,369.3 1 0
app/listener/upload.go:372.96,375.3 2 1
app/listener/upload.go:377.16,379.3 1 0
app/listener/upload.go:381.16,383.3 1 0
app/listener/events.go:21.50,23.58 2 2
app/listener/events.go:28.2,28.28 1 2
app/listener/events.go:34.2,34.18 1 1
app/listener/events.go:40.2,40.25 1 1
app/listener/events.go:23.58,27.3 2 0
app/listener/events.go:28.28,32.3 3 1
app/listener/events.go:34.18,38.3 3 0
app/listener/events.go:41.16,43.57 2 0
app/listener/events.go:47.3,47.29 1 0
app/listener/events.go:48.17,49.14 1 0
app/listener/events.go:50.17,52.57 2 0
app/listener/events.go:56.3,56.29 1 0
app/listener/events.go:57.10,59.13 2 1
app/listener/events.go:43.57,46.4 1 0
app/listener/events.go:52.57,55.4 1 0
app/listener/events.go:63.53,73.16 4 2
app/listener/events.go:79.2,81.16 3 2
app/listener/events.go:87.2,87.29 1 2
app/listener/events.go:93.2,98.52 4 1
app/listener/events.go:102.2,102.12 1 1
app/listener/events.go:73.16,77.3 3 0
app/listener/events.go:81.16,85.3 3 0
app/listener/events.go:87.29,91.3 3 1
app/listener/events.go:98.52,101.3 2 0
app/listener/listener.go:23.18,37.2 8 12
app/listener/listener.go:39.46,43.24 4 12
app/listener/listener.go:46.2,46.26 1 12
app/listener/listener.go:43.24,45.3 1 12
app/listener/listener.go:49.42,53.37 4 13
app/listener/listener.go:56.2,56.21 1 13
app/listener/listener.go:53.37,55.3 1 39
app/listener/listener.go:59.72,69.37 4 1
app/listener/listener.go:69.37,71.3 1 8
app/listener/listener.go:74.20,79.2 4 0
app/manager/controllers/advisory_systems.go:46.49,50.24 3 24
app/manager/controllers/advisory_systems.go:55.2,58.16 3 24
app/manager/controllers/advisory_systems.go:61.2,61.17 1 24
app/manager/controllers/advisory_systems.go:66.2,68.16 3 24
app/manager/controllers/advisory_systems.go:71.2,73.16 3 23
app/manager/controllers/advisory_systems.go:77.2,79.50 2 20
app/manager/controllers/advisory_systems.go:84.2,90.30 3 20
app/manager/controllers/advisory_systems.go:50.24,53.3 2 0
app/manager/controllers/advisory_systems.go:58.16,60.3 1 0
app/manager/controllers/advisory_systems.go:61.17,64.3 2 0
app/manager/controllers/advisory_systems.go:68.16,70.3 1 1
app/manager/controllers/advisory_systems.go:73.16,75.3 1 3
app/manager/controllers/advisory_systems.go:79.50,82.3 2 0
app/manager/controllers/advisory_systems.go:93.60,102.2 2 24
app/manager/controllers/advisory_systems.go:104.70,106.32 2 20
app/manager/controllers/advisory_systems.go:114.2,114.13 1 20
app/manager/controllers/advisory_systems.go:106.32,113.3 2 103
app/manager/controllers/systems_export.go:32.43,36.16 4 7
app/manager/controllers/systems_export.go:40.2,44.16 4 6
app/manager/controllers/systems_export.go:48.2,49.16 2 6
app/manager/controllers/systems_export.go:54.2,56.28 2 6
app/manager/controllers/systems_export.go:60.2,61.50 2 6
app/manager/controllers/systems_export.go:36.16,38.3 1 1
app/manager/controllers/systems_export.go:44.16,46.3 1 0
app/manager/controllers/systems_export.go:49.16,52.3 2 0
app/manager/controllers/systems_export.go:56.28,58.3 1 28
app/manager/controllers/systems_export.go:61.50,63.3 1 3
app/manager/controllers/systems_export.go:63.8,63.49 1 3
app/manager/controllers/systems_export.go:63.49,65.3 1 2
app/manager/controllers/systems_export.go:65.8,68.3 1 1
app/manager/controllers/test_utils.go:9.68,12.2 2 118
app/manager/controllers/advisories.go:70.44,74.39 3 25
app/manager/controllers/advisories.go:84.2,85.16 2 24
app/manager/controllers/advisories.go:90.2,92.16 3 21
app/manager/controllers/advisories.go:96.2,102.30 3 21
app/manager/controllers/advisories.go:74.39,77.17 3 2
app/manager/controllers/advisories.go:77.17,79.4 1 1
app/manager/controllers/advisories.go:80.8,82.3 1 23
app/manager/controllers/advisories.go:85.16,88.3 1 3
app/manager/controllers/advisories.go:92.16,94.3 1 0
app/manager/controllers/advisories.go:105.49,111.2 2 27
app/manager/controllers/advisories.go:114.58,121.2 2 3
app/manager/controllers/advisories.go:123.80,126.16 3 3
app/manager/controllers/advisories.go:130.2,134.19 2 1
app/manager/controllers/advisories.go:126.16,128.3 1 2
app/manager/controllers/advisories.go:137.74,139.39 2 21
app/manager/controllers/advisories.go:150.2,150.13 1 21
app/manager/controllers/advisories.go:139.39,149.3 2 123
app/manager/controllers/package_detail.go:11.50,16.16 3 4
app/manager/controllers/package_detail.go:19.2,19.30 1 4
app/manager/controllers/package_detail.go:16.16,18.3 1 0
app/manager/controllers/package_detail.go:42.63,43.38 1 2
app/manager/controllers/package_detail.go:48.2,51.16 4 1
app/manager/controllers/package_detail.go:56.2,64.4 2 1
app/manager/controllers/package_detail.go:43.38,46.3 2 1
app/manager/controllers/package_detail.go:51.16,54.3 2 0
app/manager/controllers/package_detail.go:67.61,68.37 1 2
app/manager/controllers/package_detail.go:73.2,76.16 4 2
app/manager/controllers/package_detail.go:81.2,87.4 1 1
app/manager/controllers/package_detail.go:68.37,71.3 2 0
app/manager/controllers/package_detail.go:76.16,79.3 2 1
app/manager/controllers/package_detail.go:99.43,101.21 2 5
app/manager/controllers/package_detail.go:106.2,107.16 2 4
app/manager/controllers/package_detail.go:101.21,104.3 2 1
app/manager/controllers/package_detail.go:107.16,109.3 1 2
app/manager/controllers/package_detail.go:109.8,111.3 1 2
app/manager/controllers/package_systems.go:36.51,40.2 1 3
app/manager/controllers/package_systems.go:42.62,49.2 2 3
app/manager/controllers/package_systems.go:65.48,69.23 3 3
app/manager/controllers/package_systems.go:74.2,75.90 2 3
app/manager/controllers/package_systems.go:80.2,82.16 3 3
app/manager/controllers/package_systems.go:85.2,86.16 2 2
app/manager/controllers/package_systems.go:90.2,92.16 3 1
app/manager/controllers/package_systems.go:97.2,101.4 1 1
app/manager/controllers/package_systems.go:69.23,72.3 2 0
app/manager/controllers/package_systems.go:75.90,78.3 2 0
app/manager/controllers/package_systems.go:82.16,84.3 1 1
app/manager/controllers/package_systems.go:86.16,88.3 1 1
app/manager/controllers/package_systems.go:92.16,95.3 2 0
app/manager/controllers/packages_export.go:29.44,32.16 3 2
app/manager/controllers/packages_export.go:36.2,39.16 3 2
app/manager/controllers/packages_export.go:43.2,44.16 2 2
app/manager/controllers/packages_export.go:49.2,50.50 2 2
app/manager/controllers/packages_export.go:32.16,34.3 1 0
app/manager/controllers/packages_export.go:39.16,41.3 1 0
app/manager/controllers/packages_export.go:44.16,47.3 2 0
app/manager/controllers/packages_export.go:50.50,52.3 1 1
app/manager/controllers/packages_export.go:52.8,52.49 1 1
app/manager/controllers/packages_export.go:52.49,54.3 1 1
app/manager/controllers/packages_export.go:54.8,57.3 1 0
app/manager/controllers/paging.go:7.86,10.36 2 79
app/manager/controllers/paging.go:16.2,24.14 3 79
app/manager/controllers/paging.go:10.36,11.21 1 316
app/manager/controllers/paging.go:11.21,13.4 1 140
app/manager/controllers/paging.go:35.50,39.2 2 175
app/manager/controllers/paging.go:41.40,43.20 2 83
app/manager/controllers/paging.go:47.2,47.33 1 83
app/manager/controllers/paging.go:43.20,45.3 1 73
app/manager/controllers/paging.go:50.41,51.33 1 83
app/manager/controllers/paging.go:55.2,56.14 2 7
app/manager/controllers/paging.go:51.33,53.3 1 76
app/manager/controllers/paging.go:59.45,60.19 1 83
app/manager/controllers/paging.go:63.2,65.17 3 6
app/manager/controllers/paging.go:68.2,69.14 2 6
app/manager/controllers/paging.go:60.19,62.3 1 77
app/manager/controllers/paging.go:65.17,67.3 1 5
app/manager/controllers/system_advisories.go:71.46,75.23 3 13
app/manager/controllers/system_advisories.go:80.2,84.16 3 13
app/manager/controllers/system_advisories.go:87.2,87.17 1 13
app/manager/controllers/system_advisories.go:92.2,98.16 4 13
app/manager/controllers/system_advisories.go:103.2,105.50 2 10
app/manager/controllers/system_advisories.go:110.2,116.30 3 10
app/manager/controllers/system_advisories.go:75.23,78.3 2 0
app/manager/controllers/system_advisories.go:84.16,86.3 1 0
app/manager/controllers/system_advisories.go:87.17,90.3 2 0
app/manager/controllers/system_advisories.go:98.16,101.3 1 3
app/manager/controllers/system_advisories.go:105.50,108.3 2 0
app/manager/controllers/system_advisories.go:119.88,121.34 2 10
app/manager/controllers/system_advisories.go:129.2,129.13 1 10
app/manager/controllers/system_advisories.go:121.34,128.3 2 68
app/manager/controllers/system_delete.go:22.42,26.23 3 3
app/manager/controllers/system_delete.go:30.2,41.16 5 3
app/manager/controllers/system_delete.go:46.2,46.33 1 3
app/manager/controllers/system_delete.go:51.2,53.24 2 1
app/manager/controllers/system_delete.go:58.2,58.30 1 1
app/manager/controllers/system_delete.go:63.2,63.28 1 1
app/manager/controllers/system_delete.go:26.23,29.3 2 0
app/manager/controllers/system_delete.go:41.16,44.3 2 0
app/manager/controllers/system_delete.go:46.33,49.3 2 2
app/manager/controllers/system_delete.go:53.24,56.3 2 0
app/manager/controllers/system_delete.go:58.30,61.3 2 0
app/manager/controllers/system_delete.go:63.28,65.3 1 1
app/manager/controllers/system_delete.go:65.8,68.3 2 0
app/manager/controllers/system_detail.go:25.42,29.23 3 7
app/manager/controllers/system_detail.go:34.2,41.37 4 6
app/manager/controllers/system_detail.go:46.2,46.16 1 5
app/manager/controllers/system_detail.go:51.2,57.30 2 5
app/manager/controllers/system_detail.go:29.23,32.3 2 1
app/manager/controllers/system_detail.go:41.37,44.3 2 1
app/manager/controllers/system_detail.go:46.16,49.3 2 0
app/manager/controllers/filter.go:19.55,25.13 4 27
app/manager/controllers/filter.go:33.2,38.8 2 27
app/manager/controllers/filter.go:25.13,28.3 2 9
app/manager/controllers/filter.go:28.8,31.3 2 18
app/manager/controllers/filter.go:41.69,42.20 1 68
app/manager/controllers/filter.go:43.17,44.28 1 2
app/manager/controllers/filter.go:45.12,46.14 1 3
app/manager/controllers/filter.go:47.15,48.27 1 3
app/manager/controllers/filter.go:49.10,50.28 1 63
app/manager/controllers/filter.go:55.108,58.29 3 68
app/manager/controllers/filter.go:70.2,70.36 1 68
app/manager/controllers/filter.go:76.2,76.20 1 68
app/manager/controllers/filter.go:58.29,60.13 2 75
app/manager/controllers/filter.go:64.3,65.17 2 75
app/manager/controllers/filter.go:60.13,62.4 1 0
app/manager/controllers/filter.go:65.17,67.4 1 0
app/manager/controllers/filter.go:70.36,73.3 1 0
app/manager/controllers/filter.go:77.12,78.74 1 58
app/manager/controllers/filter.go:79.13,80.75 1 0
app/manager/controllers/filter.go:81.12,82.74 1 3
app/manager/controllers/filter.go:83.12,84.74 1 2
app/manager/controllers/filter.go:85.13,86.75 1 0
app/manager/controllers/filter.go:87.13,88.75 1 0
app/manager/controllers/filter.go:89.17,90.25 1 2
app/manager/controllers/filter.go:93.3,93.86 1 2
app/manager/controllers/filter.go:94.12,95.92 1 3
app/manager/controllers/filter.go:96.15,97.96 1 0
app/manager/controllers/filter.go:98.10,99.89 1 0
app/manager/controllers/filter.go:90.25,92.4 1 0
app/manager/controllers/filter.go:103.41,105.25 2 79
app/manager/controllers/filter.go:109.2,109.33 1 79
app/manager/controllers/filter.go:105.25,108.3 2 46
app/manager/controllers/filter.go:112.80,113.25 1 101
app/manager/controllers/filter.go:120.2,120.16 1 101
app/manager/controllers/filter.go:113.25,115.17 2 57
app/manager/controllers/filter.go:118.3,118.32 1 57
app/manager/controllers/filter.go:115.17,117.4 1 0
app/manager/controllers/status.go:9.29,10.48 1 0
app/manager/controllers/status.go:10.48,12.3 1 0
app/manager/controllers/status.go:12.8,14.3 1 0
app/manager/controllers/advisory_detail.go:48.44,50.24 2 4
app/manager/controllers/advisory_detail.go:55.2,57.37 3 3
app/manager/controllers/advisory_detail.go:62.2,62.16 1 2
app/manager/controllers/advisory_detail.go:67.2,68.16 2 2
app/manager/controllers/advisory_detail.go:73.2,74.16 2 2
app/manager/controllers/advisory_detail.go:79.2,97.30 2 2
app/manager/controllers/advisory_detail.go:50.24,53.3 2 1
app/manager/controllers/advisory_detail.go:57.37,60.3 2 1
app/manager/controllers/advisory_detail.go:62.16,65.3 2 0
app/manager/controllers/advisory_detail.go:68.16,71.3 2 0
app/manager/controllers/advisory_detail.go:74.16,77.3 2 0
app/manager/controllers/advisory_detail.go:100.57,101.18 1 2
app/manager/controllers/advisory_detail.go:105.2,106.16 2 2
app/manager/controllers/advisory_detail.go:110.2,112.16 3 2
app/manager/controllers/advisory_detail.go:115.2,115.18 1 2
app/manager/controllers/advisory_detail.go:101.18,103.3 1 0
app/manager/controllers/advisory_detail.go:106.16,108.3 1 0
app/manager/controllers/advisory_detail.go:112.16,114.3 1 0
app/manager/controllers/advisory_detail.go:118.70,119.18 1 2
app/manager/controllers/advisory_detail.go:123.2,124.16 2 1
app/manager/controllers/advisory_detail.go:128.2,130.16 3 1
app/manager/controllers/advisory_detail.go:133.2,133.22 1 1
app/manager/controllers/advisory_detail.go:119.18,121.3 1 1
app/manager/controllers/advisory_detail.go:124.16,126.3 1 0
app/manager/controllers/advisory_detail.go:130.16,132.3 1 0
app/manager/controllers/packages.go:44.63,52.16 3 9
app/manager/controllers/packages.go:56.2,60.66 1 8
app/manager/controllers/packages.go:52.16,54.3 1 1
app/manager/controllers/packages.go:82.42,86.16 3 7
app/manager/controllers/packages.go:89.2,90.16 2 6
app/manager/controllers/packages.go:94.2,96.16 3 5
app/manager/controllers/packages.go:101.2,105.4 1 5
app/manager/controllers/packages.go:86.16,88.3 1 1
app/manager/controllers/packages.go:90.16,92.3 1 1
app/manager/controllers/packages.go:96.16,99.3 2 0
app/manager/controllers/system_packages.go:48.67,56.2 2 6
app/manager/controllers/system_packages.go:75.44,79.23 3 6
app/manager/controllers/system_packages.go:84.2,87.16 4 6
app/manager/controllers/system_packages.go:91.2,92.37 2 5
app/manager/controllers/system_packages.go:97.2,97.16 1 5
app/manager/controllers/system_packages.go:102.2,107.28 2 5
app/manager/controllers/system_packages.go:117.2,117.23 1 5
app/manager/controllers/system_packages.go:79.23,82.3 2 0
app/manager/controllers/system_packages.go:87.16,89.3 1 1
app/manager/controllers/system_packages.go:92.37,95.3 2 0
app/manager/controllers/system_packages.go:97.16,100.3 2 0
app/manager/controllers/system_packages.go:107.28,109.35 2 9
app/manager/controllers/system_packages.go:112.3,112.90 1 3
app/manager/controllers/system_packages.go:109.35,110.12 1 6
app/manager/controllers/system_packages.go:112.90,113.14 1 0
app/manager/controllers/systems.go:94.41,98.16 4 20
app/manager/controllers/systems.go:101.2,102.16 2 19
app/manager/controllers/systems.go:106.2,108.16 3 17
app/manager/controllers/systems.go:113.2,119.30 3 17
app/manager/controllers/systems.go:98.16,100.3 1 1
app/manager/controllers/systems.go:102.16,104.3 1 2
app/manager/controllers/systems.go:108.16,111.3 2 0
app/manager/controllers/systems.go:122.41,126.2 1 27
app/manager/controllers/systems.go:128.55,130.33 2 17
app/manager/controllers/systems.go:137.2,137.13 1 17
app/manager/controllers/systems.go:130.33,136.3 1 42
app/manager/controllers/systems_advisories_view.go:33.94,42.2 2 2
app/manager/controllers/systems_advisories_view.go:53.44,55.47 2 1
app/manager/controllers/systems_advisories_view.go:58.2,61.44 4 1
app/manager/controllers/systems_advisories_view.go:65.2,69.25 2 1
app/manager/controllers/systems_advisories_view.go:72.2,72.33 1 1
app/manager/controllers/systems_advisories_view.go:55.47,57.3 1 0
app/manager/controllers/systems_advisories_view.go:61.44,63.3 1 0
app/manager/controllers/systems_advisories_view.go:69.25,71.3 1 3
app/manager/controllers/systems_advisories_view.go:84.44,86.47 2 1
app/manager/controllers/systems_advisories_view.go:89.2,92.44 4 1
app/manager/controllers/systems_advisories_view.go:96.2,100.25 2 1
app/manager/controllers/systems_advisories_view.go:103.2,103.33 1 1
app/manager/controllers/systems_advisories_view.go:86.47,88.3 1 0
app/manager/controllers/systems_advisories_view.go:92.44,94.3 1 0
app/manager/controllers/systems_advisories_view.go:100.25,102.3 1 3
app/manager/controllers/utils.go:25.65,28.2 2 0
app/manager/controllers/utils.go:30.63,33.2 2 2
app/manager/controllers/utils.go:35.77,38.2 2 0
app/manager/controllers/utils.go:40.70,43.2 2 21
app/manager/controllers/utils.go:45.68,48.2 2 5
app/manager/controllers/utils.go:52.50,60.28 5 93
app/manager/controllers/utils.go:65.2,65.38 1 93
app/manager/controllers/utils.go:76.2,76.31 1 89
app/manager/controllers/utils.go:60.28,62.3 1 975
app/manager/controllers/utils.go:65.38,66.80 1 94
app/manager/controllers/utils.go:74.3,74.54 1 90
app/manager/controllers/utils.go:66.80,68.4 1 42
app/manager/controllers/utils.go:68.9,68.43 1 52
app/manager/controllers/utils.go:68.43,70.4 1 48
app/manager/controllers/utils.go:70.9,73.4 1 4
app/manager/controllers/utils.go:80.57,84.35 2 101
app/manager/controllers/utils.go:88.2,90.31 2 101
app/manager/controllers/utils.go:107.2,107.21 1 101
app/manager/controllers/utils.go:84.35,86.3 1 46
app/manager/controllers/utils.go:90.31,91.37 1 1060
app/manager/controllers/utils.go:91.37,92.47 1 11
app/manager/controllers/utils.go:92.47,94.19 1 11
app/manager/controllers/utils.go:99.5,99.22 1 11
app/manager/controllers/utils.go:102.5,102.44 1 11
app/manager/controllers/utils.go:94.19,96.6 1 0
app/manager/controllers/utils.go:99.22,100.72 1 0
app/manager/controllers/utils.go:117.85,120.16 3 12
app/manager/controllers/utils.go:124.2,127.16 3 12
app/manager/controllers/utils.go:131.2,131.16 1 12
app/manager/controllers/utils.go:120.16,123.3 2 0
app/manager/controllers/utils.go:127.16,130.3 2 0
app/manager/controllers/utils.go:134.52,137.25 3 79
app/manager/controllers/utils.go:140.2,140.38 1 79
app/manager/controllers/utils.go:137.25,139.3 1 13
app/manager/controllers/utils.go:145.38,147.16 2 93
app/manager/controllers/utils.go:151.2,154.16 3 93
app/manager/controllers/utils.go:158.2,159.25 2 89
app/manager/controllers/utils.go:163.2,166.16 3 89
app/manager/controllers/utils.go:171.2,172.16 2 89
app/manager/controllers/utils.go:177.2,179.16 3 89
app/manager/controllers/utils.go:184.2,184.20 1 89
app/manager/controllers/utils.go:190.2,204.17 5 79
app/manager/controllers/utils.go:207.2,208.31 2 79
app/manager/controllers/utils.go:147.16,150.3 2 0
app/manager/controllers/utils.go:154.16,157.3 2 4
app/manager/controllers/utils.go:159.25,161.3 1 89
app/manager/controllers/utils.go:166.16,169.3 2 0
app/manager/controllers/utils.go:172.16,175.3 2 0
app/manager/controllers/utils.go:179.16,182.3 2 0
app/manager/controllers/utils.go:184.20,188.3 3 10
app/manager/controllers/utils.go:204.17,206.3 1 78
app/manager/controllers/utils.go:211.91,213.18 2 105
app/manager/controllers/utils.go:217.2,217.29 1 7
app/manager/controllers/utils.go:221.2,224.55 4 7
app/manager/controllers/utils.go:213.18,215.3 1 98
app/manager/controllers/utils.go:217.29,219.3 1 0
app/manager/controllers/utils.go:233.35,234.22 1 30
app/manager/controllers/utils.go:237.2,238.35 2 30
app/manager/controllers/utils.go:243.2,244.20 2 30
app/manager/controllers/utils.go:249.2,249.16 1 30
app/manager/controllers/utils.go:234.22,236.3 1 0
app/manager/controllers/utils.go:238.35,240.3 1 3
app/manager/controllers/utils.go:244.20,245.49 1 0
app/manager/controllers/utils.go:245.49,247.4 1 0
app/manager/controllers/utils.go:252.41,254.22 2 28
app/manager/controllers/utils.go:259.2,261.43 2 21
app/manager/controllers/utils.go:266.2,268.22 2 21
app/manager/controllers/utils.go:273.2,273.18 1 21
app/manager/controllers/utils.go:254.22,258.3 2 7
app/manager/controllers/utils.go:261.43,263.3 1 0
app/manager/controllers/utils.go:263.8,265.3 1 21
app/manager/controllers/utils.go:268.22,270.3 1 1
app/manager/controllers/utils.go:270.8,272.3 1 20
app/manager/controllers/utils.go:276.46,278.24 2 21
app/manager/controllers/utils.go:282.2,283.20 2 21
app/manager/controllers/utils.go:287.2,288.46 2 21
app/manager/controllers/utils.go:278.24,280.3 1 21
app/manager/controllers/utils.go:283.20,285.3 1 20
app/manager/controllers/utils.go:292.96,293.22 1 66
app/manager/controllers/utils.go:296.2,303.25 4 66
app/manager/controllers/utils.go:314.2,315.19 2 59
app/manager/controllers/utils.go:330.2,330.14 1 59
app/manager/controllers/utils.go:333.2,333.91 1 13
app/manager/controllers/utils.go:293.22,295.3 1 0
app/manager/controllers/utils.go:303.25,305.17 2 28
app/manager/controllers/utils.go:309.3,310.17 2 21
app/manager/controllers/utils.go:305.17,308.4 2 7
app/manager/controllers/utils.go:315.19,316.48 1 5
app/manager/controllers/utils.go:316.48,317.49 1 8
app/manager/controllers/utils.go:321.4,321.47 1 8
app/manager/controllers/utils.go:317.49,320.5 2 4
app/manager/controllers/utils.go:321.47,325.5 3 3
app/manager/controllers/utils.go:330.14,332.3 1 46
app/manager/controllers/utils.go:342.28,342.29 0 0
app/manager/controllers/utils.go:344.88,345.25 1 11
app/manager/controllers/utils.go:345.25,347.3 1 11
app/manager/controllers/utils.go:352.28,352.29 0 0
app/manager/controllers/utils.go:354.88,355.22 1 11
app/manager/controllers/utils.go:355.22,359.26 4 15
app/manager/controllers/utils.go:360.17,361.34 1 5
app/manager/controllers/utils.go:362.17,364.29 1 10
app/manager/controllers/utils.go:364.29,366.5 1 11
app/manager/controllers/utils.go:371.61,375.42 3 1149
app/manager/controllers/utils.go:385.2,385.18 1 1149
app/manager/controllers/utils.go:375.42,376.33 1 1149
app/manager/controllers/utils.go:377.17,379.19 2 1149
app/manager/controllers/utils.go:381.11,382.9 1 0
app/manager/controllers/utils.go:388.50,391.2 2 1149
app/manager/controllers/utils.go:393.58,395.2 1 190
app/manager/controllers/utils.go:397.64,399.26 2 193
app/manager/controllers/utils.go:399.26,400.24 1 62
app/manager/controllers/utils.go:400.24,402.4 1 38
app/manager/controllers/utils.go:402.9,403.30 1 24
app/manager/controllers/utils.go:406.4,406.27 1 24
app/manager/controllers/utils.go:403.30,405.5 1 18
app/manager/controllers/utils.go:411.71,414.34 2 191
app/manager/controllers/utils.go:432.2,432.13 1 191
app/manager/controllers/utils.go:414.34,418.41 4 193
app/manager/controllers/utils.go:430.3,430.33 1 193
app/manager/controllers/utils.go:418.41,419.88 1 225
app/manager/controllers/utils.go:419.88,421.55 1 71
app/manager/controllers/utils.go:421.55,423.33 1 70
app/manager/controllers/utils.go:426.6,426.25 1 70
app/manager/controllers/utils.go:423.33,425.7 1 62
app/manager/controllers/utils.go:435.55,439.16 4 5
app/manager/controllers/utils.go:439.16,440.13 1 0
app/manager/controllers/advisories_export.go:29.46,32.39 3 5
app/manager/controllers/advisories_export.go:42.2,46.16 4 4
app/manager/controllers/advisories_export.go:51.2,52.16 2 4
app/manager/controllers/advisories_export.go:57.2,59.31 2 4
app/manager/controllers/advisories_export.go:62.2,63.50 2 4
app/manager/controllers/advisories_export.go:32.39,35.17 3 1
app/manager/controllers/advisories_export.go:35.17,37.4 1 1
app/manager/controllers/advisories_export.go:38.8,40.3 1 4
app/manager/controllers/advisories_export.go:46.16,49.3 1 0
app/manager/controllers/advisories_export.go:52.16,55.3 2 0
app/manager/controllers/advisories_export.go:59.31,61.3 1 25
app/manager/controllers/advisories_export.go:63.50,65.3 1 1
app/manager/controllers/advisories_export.go:65.8,65.49 1 3
app/manager/controllers/advisories_export.go:65.49,67.3 1 2
app/manager/controllers/advisories_export.go:67.8,70.3 1 1
app/manager/middlewares/logger.go:14.46,15.30 1 0
app/manager/middlewares/logger.go:15.30,30.34 6 0
app/manager/middlewares/logger.go:34.3,34.57 1 0
app/manager/middlewares/logger.go:30.34,32.4 1 0
app/manager/middlewares/logger.go:34.57,36.4 1 0
app/manager/middlewares/logger.go:36.9,38.4 1 0
app/manager/middlewares/prometheus.go:17.45,23.2 4 0
app/manager/middlewares/prometheus.go:25.65,26.58 1 0
app/manager/middlewares/prometheus.go:26.58,28.30 2 0
app/manager/middlewares/prometheus.go:31.3,31.13 1 0
app/manager/middlewares/prometheus.go:28.30,30.4 1 0
app/manager/middlewares/rbac.go:13.50,22.2 6 4
app/manager/middlewares/rbac.go:29.48,34.35 3 4
app/manager/middlewares/rbac.go:38.2,38.16 1 4
